title,price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model,date_posted
"2017 Pajero 3-dr GLS (40,000km!)","67,500",40000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2017,White, Dubai,GLS,mitsubishi,pajero,06/05/2022
"Ferrari Portofino, 2020 Model,Gcc , Under Warranty and Contract Services","845,000",5200,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2020,Red, Al Ain,Standard,ferrari,portofino,11/04/2022
2021 CADILLAC ESCALADE PREMIUM | GCC SPECS | BLACK EDITION | WITH WARRANTY+SERVICE,"469,000",2834,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021,White, Dubai,Premium,cadillac,escalade,25/04/2022
chevrolet tahoe,"188,000",20000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021,Gold, Abu Dhabi,LS,chevrolet,tahoe,12/05/2022
Range Rover sport 2013 SE GCC specs,"44,000",188000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013,Black, Dubai,SE,land-rover,range-rover-sport,12/04/2022
Mercedes-Benz GLE 63s Gcc 2019 only 16000 km,"359,000",16000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2019,White, Dubai,GLE 63 S AMG,mercedes-benz,gle-coupe,07/05/2022
Dodge Charger Scat pack SRT Super clean 2017 very special car,"112,000",91000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,North American Specs,Unknown,Gasoline,Left Hand Side,2017,Red, Dubai,Srt8,dodge,charger,12/05/2022
"WARRANTY UNTIL OCT 2024 || BMW X7 XDRIVE50I 2019 BLACK 64,000 KM","379,000",64000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2019,Black, Dubai,xDrive50i Exclusive,bmw,x7,13/05/2022
"Toyota Yaris 2019, 1.5 ltr, With Cruise, Parking Sensors, Single Hand Used Car is for Sale","44,000",42400,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019,White, Dubai,SE,toyota,yaris,31/01/2022
Cadillac Escalade Platinum 6.2L V8 Agency Warranty Full Service History GCC,"239,000",58000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019,Black, Dubai,Platinum,cadillac,escalade,12/05/2022
F-150 RAPTOR 3.5L CREW CAB HI OPTION*EXPORT ONLY*,"370,000",0,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Automatic Transmission,Other,400 - 500 HP,Gasoline,Left Hand Side,2021,Blue, Dubai,Other,ford,pickup,14/03/2022
GMC YUKON SLT 2009,"28,000",322500,"Normal wear & tear, a few issues",Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2009,Black, Dubai,SLT,gmc,yukon,20/04/2022
Ford edge,"34,000",145000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014,Black, Abu Dhabi,SE,ford,edge,12/05/2022
Mercedes-Benz G63 AMG 2019 - Under Warranty,"749,000",34267,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2019,Blue, Dubai,G 63 AMG,mercedes-benz,g-class,12/05/2022
AED2420/month | 2016 Nissan Patrol LE Platinum 5.6L | GCC Specifications | Ref#14180,"132,000",246857,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2016,White, Dubai,LE Platinum,nissan,patrol,11/05/2022
Inspected Car | 2013 Mazda CX-9 3.7L | GCC Specifications | Ref#12821,"38,500",155815,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,Red, Dubai,Other,mazda,cx-9,29/04/2022
AED2658/Month | 2016 BMW X5 xDrive35i 3.0L | Full BMW Service | GCC specs | Ref#10811,"145,000",86706,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,Grey, Abu Dhabi,xDrive35i,bmw,x5,05/04/2022
PORCHE Carrera 911 6V 2017 GCC,"355,000",44700,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017,Black, Dubai,Carrera,porsche,carrera,14/04/2022
SPORTS H.S.E. ( MILD HYBRID ELECTRIC VEHICLE ) 2021 / CLEAN CAR / WITH WARRANTY,"335,000",30070,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,2021,Brown, Sharjah,HSE,land-rover,range-rover-sport,13/03/2022
Volvo S90 under warranty and service contract,"149,000",55000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2020,Silver, Dubai,Momentum,volvo,s-class,07/05/2022
Nissan Patrol LE Titanium 2022/ White,"310,000",0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,,White, Abu Dhabi,LE Titanium,nissan,patrol,06/05/2022
2022 LX600 Signature with Service and Warranty,"666,000",0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,,White, Dubai,Other,lexus,lx600,08/05/2022
AED5915/month | 2015 Land Rover Range Rover Sport HSE 3.0L | Full Land Rover Service | Ref#5373,"169,000",74582,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,Grey, Dubai,HSE,land-rover,range-rover-sport,19/04/2022
AED3392/month | 2018 Toyota Land Cruiser GXR 4.6L | Full Toyota Service | GCC Specs | Ref#10690,"185,000",146240,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018,White, Abu Dhabi,GXR,toyota,land-cruiser,04/04/2022
AED3744/month | 2015 BMW X5 xDrive35i 3.0L | GCC Specifications | Ref#857,"105,000",145725,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,White, Dubai,xDrive35i,bmw,x5,11/12/2021
MERCEDES E250 GULF SPECS VEHICLE IN EXCELLENT CONDITION,"43,000",162700,Perfect inside and out,Perfect inside and out,Dealer,Coupe,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2012,White, Dubai,E 250 CGI,mercedes-benz,e-class,27/03/2022
Nissan Pathfinder 2017 SV,"39,990",37000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2017,Silver, Dubai,SV,nissan,pathfinder,10/05/2022
Inspected Car | 2013 Mercedes-Benz ML 350 4MATIC 3.5L | GCC Specifications | Ref#14183,"69,000",134364,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013,White, Dubai,ML 350,mercedes-benz,m-class,12/05/2022
Audi S8 Quattro 2013 GCC - Warranty/Recent Service/Excellent condition!,"112,500",138840,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2013,White, Dubai,S-Line,audi,s8,08/12/2021
toyota prado,"138,000",114000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017,White,Dubai,Prado VXR,toyota,prado,04/05/2022
Inspected Car | 2010 Porsche panamera Turbo 4.8L | GCC Specifications | Ref #687,"99,000",79000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2010,Brown, Dubai,Turbo,porsche,panamera,30/11/2021
Inspected Car | 2013 Mercedes-Benz ML 350 4Matic 3.5L | GCC specifications | Ref#13120,"77,000",155732,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013,Black, Dubai,ML 350,mercedes-benz,m-class,29/04/2022
2022 MERCEDES BENZ MAYBACH S680 4MATIC | GCC SPECS | LOW KM | WITH WARRANTY,"1,299,000",7380,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,,Gold, Dubai,Other,mercedes-benz,s-class,24/03/2022
HILUX 2.4L HI OPTION 4X4 DOUBLE CABIN*EXPORT ONLY*,"130,000",0,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,Unknown,Automatic Transmission,GCC Specs,Unknown,Diesel,Left Hand Side,,Silver, Dubai,Other,toyota,hilux,01/03/2022
"2018 Ford F 150 Raptor Super Cab Truck 3.5L 6Cyl 450hp// 3,440 AED- Month//ASSURED QUALITY","209,900",84557,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018,White, Dubai,SVT Raptor,ford,f-series-pickup,05/05/2022
2021 MERCEDES BENZ G63 AMG *GOLDEN JUBILEE EDITION* | 1 OF 50 | GCC SPECS | WITH WARRANTY,"1,100,000",1591,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2021,Grey, Dubai,G 63 AMG,mercedes-benz,g-class,15/04/2022
AED2412/month | 2018 Mini Countryman S JCW 2.0L | Full Mini Service History | GCC specs | Ref#5315,"127,000",60446,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018,White, Abu Dhabi,John Cooper Works,mini,countryman,07/02/2022
"PORSCHE 718 CAYMAN GTS 2.5L 4 Cylinder 365hp, SILVER  2019, FSH, UNDER WARRANTY.","329,000",20000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2019,Silver, Dubai,GTS,porsche,cayman,28/03/2022
AED1788/month | 2017 Ford Explorer Limited 3.5L | Warranty  Service | Full Ford Service | Ref#11877,"97,500",124430,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017,Grey, Dubai,Limited,ford,explorer,19/04/2022
"BENTLEY GT,V8 S,SPECIAL ORDER,GCC,FULL SERVICE HISTORY","410,000",22000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2016,Red, Dubai,Other,bentley,continental-gt,16/01/2022
AED1228/month | 2017 Mitsubishi Pajero GLS 3.5L | GCC Specifications | Ref#11443,"67,000",73576,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2017,Black, Abu Dhabi,GLS,mitsubishi,pajero,25/04/2022
"AUDI RS S,GCC,WARRANTY,ZERO KM","359,000",0,Perfect inside and out,Perfect inside and out,Dealer,Sedan,5,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,,White, Dubai,RS,audi,s3rs3,26/04/2022
Mercedes S350 2010 (Excellent Condition),"36,000",150000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2010,White, Abu Dhabi,S 350,mercedes-benz,s-class,31/10/2021
kia sorento,"27,000",162000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2011,Green, Ras Al Khaimah,DLX,kia,sorento,11/05/2022
Dodge Charger 1st owner in perfect condition,"42,000",169000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Manual Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,Grey, Dubai,SE,dodge,charger,09/05/2022
2022 CULLINAN | GCC | PHOENIX RED INTERIOR | STARLIGHT |BESPOKE SOUND SYSTEM | WITH WARRANTY+SERVICE,"2,499,000",500,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,,Black, Dubai,Standard,rolls-royce,cullinan,23/03/2022
GCC original paint تدخل السعودية,"50,000",80000,Perfect inside and out,Perfect inside and out,Owner,Crossover,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018,White, Sharjah,SV,nissan,kicks,13/05/2022
Toyota Yaris 2008 white lady driven,"15,000",303000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,Unknown,Automatic Transmission,GCC Specs,Unknown,Hybrid,Left Hand Side,2008,White,Sharjah,MID,toyota,yaris,13/05/2022
"2017  BMW 750LI  X DRIVE DONE 50,000KM GCC","239,000",50000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2017,Grey, Dubai,750i xDrive,bmw,7-series,30/03/2022
"2018 | NISSAN URVAN NV350 | 13 SEATER, AUTOMATC, PETROL | GCC SPECS AND EXCELLENT CONDITION","59,000",277861,Perfect inside and out,Perfect inside and out,Dealer,Van,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018,White, Dubai,Other,nissan,van,26/04/2022
VW GTI 2015 in perfect condition,"36,000",121000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2015,Silver, Dubai,GTi,volkswagen,gti,10/05/2022
AED2415/month | 2015 Infiniti QX60 3.5L | Full Infiniti Service History | GCC Specs | Ref#10263,"69,000",110244,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015,White, Dubai,Other,infiniti,qx60,29/03/2022
wraith,"650,000",93500,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2016,Blue, Dubai,Standard,rolls-royce,wraith,30/04/2022
2015 DAIHATSU GRAN MAX FOR SALE !!!,"22,000",378050,"No accidents, very few faults",Perfect inside and out,Owner,Other,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2015,White, Dubai,Glass,daihatsu,gran-max,20/04/2022
toyota land-cruiser,"110,000",192000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014,White, Sharjah,GXR,toyota,land-cruiser,26/04/2022
BENTLEY BENTAYGA SPESIAL EDITION V12 LOW KMS BRAND NEW TYRES SREVICE DONE,"625,000",22000,Perfect inside and out,Perfect inside and out,Owner,SUV,12,Automatic Transmission,European Specs,500 - 600 HP,Gasoline,Left Hand Side,2019,Black, Dubai,Special Edition,bentley,bentayga,09/05/2022
"1,956 P.M | GIULIETTA Veloce | 0% Downpayment | Perfect Condition!","99,900",16400,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021,Blue, Dubai,Veloce,alfa-romeo,giulietta,07/05/2022
!! 2022 !! Lexus LX600 VIP فطيم,"719,000",0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,,White, Dubai,,lexus,lx600,16/03/2022
AED809/month | 2019 Toyota Corolla SE 1.6L | GCC Specifications | Ref#6857,"53,000",70354,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2019,White, Dubai,SE,toyota,corolla,20/02/2022
Stunning Jeep Wrangler unlimited 2021,"205,000",11000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2021,Red, Dubai,Sport S,jeep,wrangler,13/05/2022
Inspected Car | 2010 Ford Explorer XLT 4.0L | GCC Specifications | Ref #832,"22,500",115125,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2010,Black, Dubai,XLT,ford,explorer,05/12/2021
Aed1000/Month Mitsubishi Pajero 2017 GCC Engine 3.8 in Excellent Condition,"53,000",61000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017,White, Dubai,GLS MID,mitsubishi,pajero,25/04/2022
BRAND NEW 2021 MERCEDES S500 BRABUS B50 KIT | REAR MEDIA l WARRANTY  [ABU-DHABI SHOWROOM]*,"679,000",65,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,2021,White, Dubai,S 500,mercedes-benz,s-class,13/01/2022
"2016 Audi A7 S-Line Quattro, Warranty, Full Service History, GCC","119,000",85000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,Black, Dubai,S-line,audi,a7,27/04/2022
GCC .. FSH .. V12 .. Top Range … Perfect Condition ..,"459,000",99000,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2017,Blue, Sharjah,W12 AWD,bentley,bentayga,25/04/2022
Inspected Car | 2013 Land Rover Range Rover Evoque 2.0L | GCC specifications | Ref#5934,"67,000",117336,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013,White, Dubai,Other,land-rover,range-rover-evoque,17/02/2022
Inspected Car | 2018 Alfa Romeo Giulia 2.0L | GCC Specifications | Ref#11621,"118,000",60112,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2018,Blue, Dubai,Other,alfa-romeo,giulia,12/04/2022
LANCER ( FREE OFFER WITH GOLDEN PACKAGE ),"30,000",71500,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2016,Blue, Dubai,GLX Plus,mitsubishi,lancer,02/03/2022
"Lady Owner Audi A4 S Line 2.0 TFSI, Gulf Specification","39,000",105000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2013,Grey, Dubai,S-line,audi,a4,13/04/2022
"2016 Volvo XC90 T6 Momentum, Service History, Warranty, GCC","115,000",120948,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016,Grey, Dubai,T6,volvo,xc90,09/05/2022
Rolls Royce Ghost 2020,"1,329,999",7132,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2020,Black, Dubai,Other,rolls-royce,ghost,29/04/2022
Jeep Grand Cherokee Night Egale under warranty till 08/24 or 150000 KM,"118,000",121000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017,Black, Dubai,Limited S/R,jeep,grand-cherokee,10/05/2022
HONDA ACCORD 2.4 MODEL 2014 GCC SPECS FULL OPTION REF.2591,"43,500",82000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2014,White, Dubai,Other,honda,accord,12/12/2021
"LAMBORGHINI HURACAN EVO ROADSTER, 2022, FULLY LOADED, ZERO KM","1,479,000",0,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,10,Automatic Transmission,European Specs,600 - 700 HP,Gasoline,Left Hand Side,,Yellow, Dubai,Other,lamborghini,huracan,09/12/2021
"Porsche Panamera Turbo V8, 2010, 165,000KMs, Bose Sound Systems, GCC Specs","90,000",165000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2010,Silver, Dubai,Turbo,porsche,panamera,19/12/2021
Inspected Car | 2010 Land Rover Range Rover HSE Supercharged 5.0L | GCC Specifications | Ref#3923,"34,000",244327,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2010,Black, Dubai,Other,land-rover,range-rover,03/02/2022
Maybach 57S,"535,000",77606,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2009,Black, Dubai,S,maybach,57,25/02/2021
BMW X6 5.0 XDRIVE V8 2013 GCC,"58,000",127000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013,Brown, Sharjah,Xdrive50i,bmw,x6,29/01/2022
